"Measure","Country","Segment","Product","Year","target"
"Shipments","Algeria","Corporate Liable","Basic/Feature Phone","2012",699226.179093702
"Shipments","Algeria","Corporate Liable","Basic/Feature Phone","2013",555235.143511215
"Shipments","Algeria","Corporate Liable","Basic/Feature Phone","2014",503896.959019179
"Shipments","Algeria","Corporate Liable","Basic/Feature Phone","2015",460098.182406178
"Shipments","Algeria","Corporate Liable","Basic/Feature Phone","2016",373729.629467556
"Shipments","Algeria","Corporate Liable","Basic/Feature Phone","2017",262496.116896795
"Shipments","Algeria","Corporate Liable","Basic/Feature Phone","2018",151587.438907737
"Shipments","Algeria","Corporate Liable","Convertible Mobile PC","2010",179.027419619417
"Shipments","Algeria","Corporate Liable","Convertible Mobile PC","2011",348.036966994787
"Shipments","Algeria","Corporate Liable","Convertible Mobile PC","2012",110.058563854118
"Shipments","Algeria","Corporate Liable","Convertible Mobile PC","2013",1768.01650460082
"Shipments","Algeria","Corporate Liable","Convertible Mobile PC","2014",4850.15635203584
"Shipments","Algeria","Corporate Liable","Convertible Mobile PC","2015",8334.04927362126
"Shipments","Algeria","Corporate Liable","Convertible Mobile PC","2016",10613.5872821279
"Shipments","Algeria","Corporate Liable","Convertible Mobile PC","2017",18639.0178649573
"Shipments","Algeria","Corporate Liable","Convertible Mobile PC","2018",27867.84383906
"Shipments","Algeria","Corporate Liable","NPC (Mobile PC)","2010",76962.9108952175
"Shipments","Algeria","Corporate Liable","NPC (Mobile PC)","2011",101693.267371396
"Shipments","Algeria","Corporate Liable","NPC (Mobile PC)","2012",96201.8770139444
"Shipments","Algeria","Corporate Liable","NPC (Mobile PC)","2013",89435.5478603137
"Shipments","Algeria","Corporate Liable","NPC (Mobile PC)","2014",126505.875865803
"Shipments","Algeria","Corporate Liable","NPC (Mobile PC)","2015",142298.778680471
"Shipments","Algeria","Corporate Liable","NPC (Mobile PC)","2016",180744.187350319
"Shipments","Algeria","Corporate Liable","NPC (Mobile PC)","2017",177986.835722528
"Shipments","Algeria","Corporate Liable","NPC (Mobile PC)","2018",172521.750250209
"Shipments","Algeria","Corporate Liable","Smartphone","2010",27600.4994908303
"Shipments","Algeria","Corporate Liable","Smartphone","2011",66943.9425516008
"Shipments","Algeria","Corporate Liable","Smartphone","2012",74841.4280131037
"Shipments","Algeria","Corporate Liable","Smartphone","2013",118643.117407329
"Shipments","Algeria","Corporate Liable","Smartphone","2014",172424.989274089
"Shipments","Algeria","Corporate Liable","Smartphone","2015",224140.470382597
"Shipments","Algeria","Corporate Liable","Smartphone","2016",318518.824954492
"Shipments","Algeria","Corporate Liable","Smartphone","2017",446680.82901383
"Shipments","Algeria","Corporate Liable","Smartphone","2018",463704.613317222
"Shipments","Algeria","Corporate Liable","Tablet","2010",5.00960440026016
"Shipments","Algeria","Corporate Liable","Tablet","2011",2131.1898250114
"Shipments","Algeria","Corporate Liable","Tablet","2012",10102.2179793271
"Shipments","Algeria","Corporate Liable","Tablet","2013",24932.8935863859
"Shipments","Algeria","Corporate Liable","Tablet","2014",42828.7513938464
"Shipments","Algeria","Corporate Liable","Tablet","2015",90205.2191470966
"Shipments","Algeria","Corporate Liable","Tablet","2016",130924.97377663
"Shipments","Algeria","Corporate Liable","Tablet","2017",197893.093052596
"Shipments","Algeria","Corporate Liable","Tablet","2018",293789.040566888
"Shipments","Argentina","BYOD","Convertible Mobile PC","2010",15.9361223873239
"Shipments","Argentina","BYOD","Convertible Mobile PC","2011",2.96443894579063
"Shipments","Argentina","BYOD","Convertible Mobile PC","2012",9.88722078385319
"Shipments","Argentina","BYOD","Convertible Mobile PC","2013",1315.05359787664
"Shipments","Argentina","BYOD","Convertible Mobile PC","2014",3544.78202433883
"Shipments","Argentina","BYOD","Convertible Mobile PC","2015",6711.16794239124
"Shipments","Argentina","BYOD","Convertible Mobile PC","2016",10216.5999053331
"Shipments","Argentina","BYOD","Convertible Mobile PC","2017",13345.0234241506
"Shipments","Argentina","BYOD","Convertible Mobile PC","2018",15402.6564099394
"Shipments","Argentina","BYOD","NPC (Mobile PC)","2010",13264.6293693031
"Shipments","Argentina","BYOD","NPC (Mobile PC)","2011",10692.6156679191
"Shipments","Argentina","BYOD","NPC (Mobile PC)","2012",13686.1881231166
"Shipments","Argentina","BYOD","NPC (Mobile PC)","2013",11985.5438101724
"Shipments","Argentina","BYOD","NPC (Mobile PC)","2014",14070.0537442481
"Shipments","Argentina","BYOD","NPC (Mobile PC)","2015",13494.8043008281
"Shipments","Argentina","BYOD","NPC (Mobile PC)","2016",14246.3347029894
"Shipments","Argentina","BYOD","NPC (Mobile PC)","2017",15479.8492198819
"Shipments","Argentina","BYOD","NPC (Mobile PC)","2018",15817.1181791569
"Shipments","Argentina","BYOD","Smartphone","2010",210264.469251218
"Shipments","Argentina","BYOD","Smartphone","2011",361587.656833307
"Shipments","Argentina","BYOD","Smartphone","2012",553414.171437912
"Shipments","Argentina","BYOD","Smartphone","2013",755862.438993662
"Shipments","Argentina","BYOD","Smartphone","2014",934195.191904853
"Shipments","Argentina","BYOD","Smartphone","2015",1216480.18626888
"Shipments","Argentina","BYOD","Smartphone","2016",1320465.30111129
"Shipments","Argentina","BYOD","Smartphone","2017",1501624.45740361
"Shipments","Argentina","BYOD","Smartphone","2018",1727923.40925738
"Shipments","Argentina","BYOD","Tablet","2010",216.492696135872
"Shipments","Argentina","BYOD","Tablet","2011",29083.0071125918
"Shipments","Argentina","BYOD","Tablet","2012",59544.9467466846
"Shipments","Argentina","BYOD","Tablet","2013",79878.2100670125
"Shipments","Argentina","BYOD","Tablet","2014",105870.524951541
"Shipments","Argentina","BYOD","Tablet","2015",132849.439571718
"Shipments","Argentina","BYOD","Tablet","2016",170514.417495097
"Shipments","Argentina","BYOD","Tablet","2017",225998.863486131
"Shipments","Argentina","BYOD","Tablet","2018",262568.681085683
"Shipments","Argentina","Consumer (excl BYOD)","Basic/Feature Phone","2010",8722110.72884147
"Shipments","Argentina","Consumer (excl BYOD)","Basic/Feature Phone","2011",9580389.64578717
"Shipments","Argentina","Consumer (excl BYOD)","Basic/Feature Phone","2012",7317502.42679275
"Shipments","Argentina","Consumer (excl BYOD)","Basic/Feature Phone","2013",6298410.99402363
"Shipments","Argentina","Consumer (excl BYOD)","Basic/Feature Phone","2014",2374540.56754763
"Shipments","Argentina","Consumer (excl BYOD)","Basic/Feature Phone","2015",3105791.74541867
"Shipments","Argentina","Consumer (excl BYOD)","Basic/Feature Phone","2016",1767814.95974181
"Shipments","Argentina","Consumer (excl BYOD)","Basic/Feature Phone","2017",1226775.10266527
"Shipments","Argentina","Consumer (excl BYOD)","Basic/Feature Phone","2018",89132.402444171
"Shipments","Argentina","Consumer (excl BYOD)","Convertible Mobile PC","2010",1182.9199098099
"Shipments","Argentina","Consumer (excl BYOD)","Convertible Mobile PC","2011",267.137500985986
"Shipments","Argentina","Consumer (excl BYOD)","Convertible Mobile PC","2012",1053.81869234326
"Shipments","Argentina","Consumer (excl BYOD)","Convertible Mobile PC","2013",49262.4477563381
"Shipments","Argentina","Consumer (excl BYOD)","Convertible Mobile PC","2014",74167.7523973673
"Shipments","Argentina","Consumer (excl BYOD)","Convertible Mobile PC","2015",147490.178020531
"Shipments","Argentina","Consumer (excl BYOD)","Convertible Mobile PC","2016",232385.931061127
"Shipments","Argentina","Consumer (excl BYOD)","Convertible Mobile PC","2017",258728.247869306
"Shipments","Argentina","Consumer (excl BYOD)","Convertible Mobile PC","2018",289448.188578588
"Shipments","Argentina","Consumer (excl BYOD)","NPC (Mobile PC)","2010",1076823.49710109
"Shipments","Argentina","Consumer (excl BYOD)","NPC (Mobile PC)","2011",1069615.06963865
"Shipments","Argentina","Consumer (excl BYOD)","NPC (Mobile PC)","2012",852959.41677554
"Shipments","Argentina","Consumer (excl BYOD)","NPC (Mobile PC)","2013",1094846.41028694
"Shipments","Argentina","Consumer (excl BYOD)","NPC (Mobile PC)","2014",1274763.86920916
"Shipments","Argentina","Consumer (excl BYOD)","NPC (Mobile PC)","2015",872723.082770741
"Shipments","Argentina","Consumer (excl BYOD)","NPC (Mobile PC)","2016",915529.672631453
"Shipments","Argentina","Consumer (excl BYOD)","NPC (Mobile PC)","2017",978157.443548299
"Shipments","Argentina","Consumer (excl BYOD)","NPC (Mobile PC)","2018",787112.053525847
"Shipments","Argentina","Consumer (excl BYOD)","Smartphone","2010",1317518.57696425
"Shipments","Argentina","Consumer (excl BYOD)","Smartphone","2011",2065526.46580246
"Shipments","Argentina","Consumer (excl BYOD)","Smartphone","2012",1867071.77849066
"Shipments","Argentina","Consumer (excl BYOD)","Smartphone","2013",5028553.02292664
"Shipments","Argentina","Consumer (excl BYOD)","Smartphone","2014",5464609.05940665
"Shipments","Argentina","Consumer (excl BYOD)","Smartphone","2015",7934435.46532884
"Shipments","Argentina","Consumer (excl BYOD)","Smartphone","2016",4860654.8912061
"Shipments","Argentina","Consumer (excl BYOD)","Smartphone","2017",10966829.7404805
"Shipments","Argentina","Consumer (excl BYOD)","Smartphone","2018",11536778.4927454
"Shipments","Argentina","Consumer (excl BYOD)","Tablet","2010",1173.57745356589
"Shipments","Argentina","Consumer (excl BYOD)","Tablet","2011",103984.351712217
"Shipments","Argentina","Consumer (excl BYOD)","Tablet","2012",331872.532788692
"Shipments","Argentina","Consumer (excl BYOD)","Tablet","2013",543499.510865221
"Shipments","Argentina","Consumer (excl BYOD)","Tablet","2014",849959.60340043
"Shipments","Argentina","Consumer (excl BYOD)","Tablet","2015",964904.922521294
"Shipments","Argentina","Consumer (excl BYOD)","Tablet","2016",1027383.06495691
"Shipments","Argentina","Consumer (excl BYOD)","Tablet","2017",1018288.07611328
"Shipments","Argentina","Consumer (excl BYOD)","Tablet","2018",1418903.07027351
"Shipments","Argentina","Corporate Liable","Basic/Feature Phone","2010",2672939.30068979
"Shipments","Argentina","Corporate Liable","Basic/Feature Phone","2011",2031240.78693222
"Shipments","Argentina","Corporate Liable","Basic/Feature Phone","2012",1656475.14831224
"Shipments","Argentina","Corporate Liable","Basic/Feature Phone","2013",1626380.53620187
"Shipments","Argentina","Corporate Liable","Basic/Feature Phone","2014",1143955.01438778
"Shipments","Argentina","Corporate Liable","Basic/Feature Phone","2015",835741.451632042
"Shipments","Argentina","Corporate Liable","Basic/Feature Phone","2016",658346.787889793
"Shipments","Argentina","Corporate Liable","Basic/Feature Phone","2017",465684.088677757
"Shipments","Argentina","Corporate Liable","Basic/Feature Phone","2018",215075.153041747
"Shipments","Argentina","Corporate Liable","Convertible Mobile PC","2010",386.78945180735
"Shipments","Argentina","Corporate Liable","Convertible Mobile PC","2011",244.550418878693
"Shipments","Argentina","Corporate Liable","Convertible Mobile PC","2012",108.880606347514
"Shipments","Argentina","Corporate Liable","Convertible Mobile PC","2013",2986.02438943293
"Shipments","Argentina","Corporate Liable","Convertible Mobile PC","2014",4235.39604230245
"Shipments","Argentina","Corporate Liable","Convertible Mobile PC","2015",5657.3719571951
"Shipments","Argentina","Corporate Liable","Convertible Mobile PC","2016",8332.45357438724
"Shipments","Argentina","Corporate Liable","Convertible Mobile PC","2017",10259.490456045
"Shipments","Argentina","Corporate Liable","Convertible Mobile PC","2018",10386.4365148071
"Shipments","Argentina","Corporate Liable","NPC (Mobile PC)","2010",661272.252957693
"Shipments","Argentina","Corporate Liable","NPC (Mobile PC)","2011",1823399.01915474
"Shipments","Argentina","Corporate Liable","NPC (Mobile PC)","2012",656797.009842043
"Shipments","Argentina","Corporate Liable","NPC (Mobile PC)","2013",686602.722751242
"Shipments","Argentina","Corporate Liable","NPC (Mobile PC)","2014",577083.849132437
"Shipments","Argentina","Corporate Liable","NPC (Mobile PC)","2015",666310.202461441
"Shipments","Argentina","Corporate Liable","NPC (Mobile PC)","2016",700504.691928128
"Shipments","Argentina","Corporate Liable","NPC (Mobile PC)","2017",664632.678147704
"Shipments","Argentina","Corporate Liable","NPC (Mobile PC)","2018",684080.440150747
"Shipments","Argentina","Corporate Liable","Smartphone","2010",321849.211446716
"Shipments","Argentina","Corporate Liable","Smartphone","2011",349983.988775766
"Shipments","Argentina","Corporate Liable","Smartphone","2012",435072.052077199
"Shipments","Argentina","Corporate Liable","Smartphone","2013",605774.090617113
"Shipments","Argentina","Corporate Liable","Smartphone","2014",915854.71481728
"Shipments","Argentina","Corporate Liable","Smartphone","2015",1234549.40836991
"Shipments","Argentina","Corporate Liable","Smartphone","2016",1432585.96278331
"Shipments","Argentina","Corporate Liable","Smartphone","2017",1653903.5318817
"Shipments","Argentina","Corporate Liable","Smartphone","2018",1800766.63498082
"Shipments","Argentina","Corporate Liable","Tablet","2010",80.6864002238596
"Shipments","Argentina","Corporate Liable","Tablet","2011",6483.83037142188
"Shipments","Argentina","Corporate Liable","Tablet","2012",26960.0289714619
"Shipments","Argentina","Corporate Liable","Tablet","2013",49670.0526656616
"Shipments","Argentina","Corporate Liable","Tablet","2014",80579.6126318019
"Shipments","Argentina","Corporate Liable","Tablet","2015",132934.635233558
"Shipments","Argentina","Corporate Liable","Tablet","2016",196477.168587222
"Shipments","Argentina","Corporate Liable","Tablet","2017",298463.934114664
"Shipments","Argentina","Corporate Liable","Tablet","2018",373504.83306675
"Shipments","Australia","BYOD","Convertible Mobile PC","2010",744.485001493843
"Shipments","Australia","BYOD","Convertible Mobile PC","2011",1019.98779689743
"Shipments","Australia","BYOD","Convertible Mobile PC","2012",521.726931665955
"Shipments","Australia","BYOD","Convertible Mobile PC","2013",13471.3919579495
"Shipments","Australia","BYOD","Convertible Mobile PC","2014",20632.2333448882
"Shipments","Australia","BYOD","Convertible Mobile PC","2015",34880.9684733984
"Shipments","Australia","BYOD","Convertible Mobile PC","2016",45538.437452624
"Shipments","Australia","BYOD","Convertible Mobile PC","2017",54539.0488195651
"Shipments","Australia","BYOD","Convertible Mobile PC","2018",70369.0975068247
"Shipments","Australia","BYOD","NPC (Mobile PC)","2010",39187.2400708619
"Shipments","Australia","BYOD","NPC (Mobile PC)","2011",47174.1772943943
"Shipments","Australia","BYOD","NPC (Mobile PC)","2012",41600.3971403607
"Shipments","Australia","BYOD","NPC (Mobile PC)","2013",36593.3467921361
"Shipments","Australia","BYOD","NPC (Mobile PC)","2014",38931.2032723931
"Shipments","Australia","BYOD","NPC (Mobile PC)","2015",46221.0281017939
"Shipments","Australia","BYOD","NPC (Mobile PC)","2016",44800.5199023162
"Shipments","Australia","BYOD","NPC (Mobile PC)","2017",40627.0217632858
"Shipments","Australia","BYOD","NPC (Mobile PC)","2018",44611.8353468506
"Shipments","Australia","BYOD","Smartphone","2010",691234.358964309
"Shipments","Australia","BYOD","Smartphone","2011",973254.675991987
"Shipments","Australia","BYOD","Smartphone","2012",1293011.72581199
"Shipments","Australia","BYOD","Smartphone","2013",1323101.13293967
"Shipments","Australia","BYOD","Smartphone","2014",1594207.64070444
"Shipments","Australia","BYOD","Smartphone","2015",1773018.69948
"Shipments","Australia","BYOD","Smartphone","2016",1734447.01271437
"Shipments","Australia","BYOD","Smartphone","2017",1816197.08008332
"Shipments","Australia","BYOD","Smartphone","2018",2068127.71849609
"Shipments","Australia","BYOD","Tablet","2010",96673.2344833836
"Shipments","Australia","BYOD","Tablet","2011",289920.054452761
"Shipments","Australia","BYOD","Tablet","2012",475025.704746409
"Shipments","Australia","BYOD","Tablet","2013",593567.118877258
"Shipments","Australia","BYOD","Tablet","2014",725718.167264145
"Shipments","Australia","BYOD","Tablet","2015",886884.545004435
"Shipments","Australia","BYOD","Tablet","2016",881818.785458847
"Shipments","Australia","BYOD","Tablet","2017",1058291.87015286
"Shipments","Australia","BYOD","Tablet","2018",1044083.05914107
"Shipments","Australia","Consumer (excl BYOD)","Basic/Feature Phone","2010",6139193.39523156
"Shipments","Australia","Consumer (excl BYOD)","Basic/Feature Phone","2011",4476485.59474221
"Shipments","Australia","Consumer (excl BYOD)","Basic/Feature Phone","2012",4710232.23395312
"Shipments","Australia","Consumer (excl BYOD)","Basic/Feature Phone","2013",3759902.31809583
"Shipments","Australia","Consumer (excl BYOD)","Basic/Feature Phone","2014",2090776.9096311
"Shipments","Australia","Consumer (excl BYOD)","Basic/Feature Phone","2015",2165226.80761018
"Shipments","Australia","Consumer (excl BYOD)","Basic/Feature Phone","2016",1623998.64274061
"Shipments","Australia","Consumer (excl BYOD)","Basic/Feature Phone","2017",1202239.94985972
"Shipments","Australia","Consumer (excl BYOD)","Basic/Feature Phone","2018",362772.035629235
"Shipments","Australia","Consumer (excl BYOD)","Convertible Mobile PC","2010",21570.0591668311
"Shipments","Australia","Consumer (excl BYOD)","Convertible Mobile PC","2011",49601.6834254515
"Shipments","Australia","Consumer (excl BYOD)","Convertible Mobile PC","2012",32648.8890784717
"Shipments","Australia","Consumer (excl BYOD)","Convertible Mobile PC","2013",178858.285241015
"Shipments","Australia","Consumer (excl BYOD)","Convertible Mobile PC","2014",203485.619434762
"Shipments","Australia","Consumer (excl BYOD)","Convertible Mobile PC","2015",366555.32404722
"Shipments","Australia","Consumer (excl BYOD)","Convertible Mobile PC","2016",360230.227357378
"Shipments","Australia","Consumer (excl BYOD)","Convertible Mobile PC","2017",370169.689440298
"Shipments","Australia","Consumer (excl BYOD)","Convertible Mobile PC","2018",419070.316722811
"Shipments","Australia","Consumer (excl BYOD)","NPC (Mobile PC)","2010",1604120.18460748
"Shipments","Australia","Consumer (excl BYOD)","NPC (Mobile PC)","2011",2599945.42125548
"Shipments","Australia","Consumer (excl BYOD)","NPC (Mobile PC)","2012",1060055.67761653
"Shipments","Australia","Consumer (excl BYOD)","NPC (Mobile PC)","2013",1617486.8051013
"Shipments","Australia","Consumer (excl BYOD)","NPC (Mobile PC)","2014",1642249.05842018
"Shipments","Australia","Consumer (excl BYOD)","NPC (Mobile PC)","2015",1680655.37490635
"Shipments","Australia","Consumer (excl BYOD)","NPC (Mobile PC)","2016",1047526.34408484
"Shipments","Australia","Consumer (excl BYOD)","NPC (Mobile PC)","2017",1090304.84127683
"Shipments","Australia","Consumer (excl BYOD)","NPC (Mobile PC)","2018",1417795.50618771
"Shipments","Australia","Consumer (excl BYOD)","Smartphone","2010",4145002.02519765
"Shipments","Australia","Consumer (excl BYOD)","Smartphone","2011",6971117.34264706
"Shipments","Australia","Consumer (excl BYOD)","Smartphone","2012",6412600.47639701
"Shipments","Australia","Consumer (excl BYOD)","Smartphone","2013",5253383.39625599
"Shipments","Australia","Consumer (excl BYOD)","Smartphone","2014",7852416.92821566
"Shipments","Australia","Consumer (excl BYOD)","Smartphone","2015",8592592.97694175
"Shipments","Australia","Consumer (excl BYOD)","Smartphone","2016",8228045.68861164
"Shipments","Australia","Consumer (excl BYOD)","Smartphone","2017",9613173.26188324
"Shipments","Australia","Consumer (excl BYOD)","Smartphone","2018",9901947.54652281
"Shipments","Australia","Consumer (excl BYOD)","Tablet","2010",337485.213338964
"Shipments","Australia","Consumer (excl BYOD)","Tablet","2011",1277766.03600085
"Shipments","Australia","Consumer (excl BYOD)","Tablet","2012",2728159.76493368
"Shipments","Australia","Consumer (excl BYOD)","Tablet","2013",4105669.71729029
"Shipments","Australia","Consumer (excl BYOD)","Tablet","2014",3081524.16089969
"Shipments","Australia","Consumer (excl BYOD)","Tablet","2015",3479160.02512225
"Shipments","Australia","Consumer (excl BYOD)","Tablet","2016",4430777.49747266
"Shipments","Australia","Consumer (excl BYOD)","Tablet","2017",4633779.54825506
"Shipments","Australia","Consumer (excl BYOD)","Tablet","2018",4961004.60863207
"Shipments","Australia","Corporate Liable","Basic/Feature Phone","2010",654605.538512292
"Shipments","Australia","Corporate Liable","Basic/Feature Phone","2011",505298.767100618
"Shipments","Australia","Corporate Liable","Basic/Feature Phone","2012",421224.111152507
"Shipments","Australia","Corporate Liable","Basic/Feature Phone","2013",285343.580872879
"Shipments","Australia","Corporate Liable","Basic/Feature Phone","2014",215408.20664202
"Shipments","Australia","Corporate Liable","Basic/Feature Phone","2015",137280.008898359
"Shipments","Australia","Corporate Liable","Basic/Feature Phone","2016",69365.4126117898
"Shipments","Australia","Corporate Liable","Basic/Feature Phone","2017",38582.496188741
"Shipments","Australia","Corporate Liable","Basic/Feature Phone","2018",15132.5491248005
"Shipments","Australia","Corporate Liable","Convertible Mobile PC","2010",23766.8559731769
"Shipments","Australia","Corporate Liable","Convertible Mobile PC","2011",39738.8884027887
"Shipments","Australia","Corporate Liable","Convertible Mobile PC","2012",27672.1559706978
"Shipments","Australia","Corporate Liable","Convertible Mobile PC","2013",137014.573550783
"Shipments","Australia","Corporate Liable","Convertible Mobile PC","2014",180114.716476963
"Shipments","Australia","Corporate Liable","Convertible Mobile PC","2015",200101.752921921
"Shipments","Australia","Corporate Liable","Convertible Mobile PC","2016",253085.658650733
"Shipments","Australia","Corporate Liable","Convertible Mobile PC","2017",325783.564261749
"Shipments","Australia","Corporate Liable","Convertible Mobile PC","2018",320777.953070878
"Shipments","Australia","Corporate Liable","NPC (Mobile PC)","2010",1464872.8035389
"Shipments","Australia","Corporate Liable","NPC (Mobile PC)","2011",1515464.37081354
"Shipments","Australia","Corporate Liable","NPC (Mobile PC)","2012",1313147.65592494
"Shipments","Australia","Corporate Liable","NPC (Mobile PC)","2013",1184528.08840352
